"time","user","text"
"Sun May 10 06:38:46 PDT 2009","22q","@NicoleWTHR no way!!  gotta root for Annie Duke!! "
"Tue Jun 16 08:01:33 PDT 2009","nicarol","@hikkiamigo yes I'm a Nicole fan and I live in Taipei "
"Mon May 04 00:37:36 PDT 2009","taltalk","@gawd0r Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk. "
"Sun Jun 14 22:45:40 PDT 2009","Sallyallie","so very much. Makes me so happy "
"Tue Jun 16 19:38:32 PDT 2009","TyraThatOne","@B_of_NardandB soooo not fair "
"Sat May 30 03:19:32 PDT 2009","burntbroccoli","@ereuben  I'm past the age of feeling guilty that I'd rather come home and watch Star Trek than stay out falling about in the streets"
"Mon May 18 04:47:35 PDT 2009","LauraTayoro","Karen, would love to comment what you do,  but cant figure out how this sh*** works ! "
"Tue May 26 21:23:08 PDT 2009","LadyHuskerBwlr","@jschwag50 false I've been reading them. "
"Fri Jun 19 05:48:54 PDT 2009","SniperKral","I'm in love with final fantasy 9 again "
"Mon Apr 20 03:47:58 PDT 2009","LeeAnnMarcel","dropped Jesse off at the airport. "
"Sun May 31 16:43:41 PDT 2009","tole_cover","What did Gatorade ever do to Big Z?  http://bit.ly/aiAZl"
"Mon Jun 15 16:14:50 PDT 2009","staceylaura","ps. obviously killswitch engage were too, but thats inevitable "
"Mon Jun 15 12:28:57 PDT 2009","AbandonedxLove","@DaneCook http://twitpic.com/7gcwn - power to ya mr. cook. "
"Sat May 30 15:17:50 PDT 2009","johnduff","@Bruton to disappoint that is "
"Mon Jun 01 13:53:53 PDT 2009","StvnMtthwJms","Tomorrow could kill me, and i am not kidding "
"Sun May 03 08:14:27 PDT 2009","Sofiebear","@ShadowDXDragon  oh you shouldn't have had too many. well, at least they weren't alcoholic. ;)"
"Sat Jun 06 08:15:43 PDT 2009","mishraanurag","getting bored at home.. no one to hang out with... need help "
"Sat May 30 01:53:08 PDT 2009","natulz09","Never Give Up a Hobby Like Mee..xxxx I luv Singing "
"Sat May 30 04:07:00 PDT 2009","keren4562","@tommcfly plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz "
"Tue Apr 21 03:41:22 PDT 2009","tantian","survived the term. "
"Sat May 30 03:01:37 PDT 2009","betsymartian","@Soninananah I have no idea what the plans are yet but i'll text Dave when I find out. "
"Fri May 29 22:56:14 PDT 2009","terminally_t","Just test drove TweetDeck... and it made me see that I missed some @'s back in March and April... sorry.  "
"Sat May 30 00:04:16 PDT 2009","imilse","@rui_26 you're right, it's pretty here. "
"Sun May 17 12:03:06 PDT 2009","perlgirl","I give a thumbs up to sleeping in until 11:30 "
"Mon May 04 01:12:09 PDT 2009","elevatortreason","There's always a choice on the left and one on the right... but I've discovered that dropping out of the bottom seems more effective. "
"Sun May 31 14:52:28 PDT 2009","ChavitoBaby",": Couldn't Find &quot;Pulp Fiction&quot;  &quot;Talk To Me&quot; Will Have To Do. This Nigga Petey Green Was A Fool Back In The Day."
"Mon May 04 01:45:12 PDT 2009","dongdongz","feel sad when i was reading nadia chan's blog about her grandfather, which reminded me about my grandmother "
"Tue Jun 02 06:40:43 PDT 2009","Heidsdk","@wendilynnmakeup Hello  wooh is the wether where you are hot? cause the sun is burning here :O"
"Fri May 29 00:17:12 PDT 2009","simon_nz","@JohnJCampbell I loved the blooper the other night at the start of the show!  NO SOUND - quick play the intro - NO PICTURE.... cut to ads "
"Tue May 26 21:49:27 PDT 2009","vistameetsnick","Time to eat a nice snack "
"Tue Jun 16 16:16:10 PDT 2009","theused_freak","talking 2 my mother  xD"
"Sun May 17 07:57:51 PDT 2009","kylietothemoon","@alexcashcash there's alotta talk about youuuu. pretty girl, its your show, let it go when youre alone! lips sealed tight dont say gnight "
"Fri Jun 05 21:36:39 PDT 2009","jVunLur","guess i'll get to reading then get to bed eventually. tempted to write some music, but have to get up early for family breakfast. *sigh* "
"Fri Jun 19 17:21:22 PDT 2009","SugarFly312","this rain is not letting up at all  looks like its going to be a blockbustr night."
"Sun May 17 10:48:47 PDT 2009","lkyler","@TiffanySMartin I wish it was soom time soon but, we are sooooo busy "
"Sun Jun 07 14:10:45 PDT 2009","shinyflash","I should stop listening to the new Sounds album...but no, I wont. Reviseeeee Ali "
"Sat Jun 06 09:06:11 PDT 2009","mcj108","My question  wat would you chose?  http://tinyurl.com/m5rn78"
"Mon Jun 15 19:00:16 PDT 2009","1071","haikus to pass the timw while i wait for HANGOVER. gonna have one myself tomorrow. "
"Sat Apr 18 09:31:57 PDT 2009","sroxy","@ButchtasticKyle You know I love you, too.  "
"Sun May 10 03:35:05 PDT 2009","agsystems","@Rich_Oglesby it seems to be almost gone, hard to tell what's a dust sneeze and what's a cold sneeze.. "
"Sun May 03 07:24:09 PDT 2009","sam_evans","Sunday, the best day of the week to stay in bed! However, that's not the case for me today! "
"Sat May 30 12:40:49 PDT 2009","mkyvalentine","@veronicarosso Haha that is awesome!  I'm in an airconditioned seminar ... yours sounds more fun right now "
"Tue Jun 16 04:11:47 PDT 2009","hillkath",".@yohanik  Thanks "
"Wed Jun 17 07:31:58 PDT 2009","bamshackle","http://twitpic.com/7mdy2  Think I miss my mac much?  I tried my best to recreate my home desktop on this WinXp machine.  I failed "
"Wed Jun 24 21:11:45 PDT 2009","putriputreey","it's so complicated  huaaaa"
"Fri Jun 19 20:50:11 PDT 2009","est_1984","@no1s2nd why!? Stop it between that and knock you down by Keri Hilson I'm going to have a break down "
"Tue Apr 07 05:03:08 PDT 2009","SCsweetie032","Just got to work a 1/2 hour ago.....wishing i was still in bed "
"Sun May 31 06:24:27 PDT 2009","nnevin","Still have problems with my backgroud "
"Sun May 10 05:58:44 PDT 2009","natarilovesyou","I'm so lucky to have such a wonderful mommy. I love her.  Happy Mother's Day!!!"
"Mon May 18 03:40:20 PDT 2009","rumpledoodles","@FoOie hehe thanks lots  i didnt see the survey cos i dun have a license! dont wanna screw up her results haha. they did mock ups i think"
"Sun May 31 13:42:44 PDT 2009","mlvlatina","Grilling chicken for homemade fajitas "
"Sun Jun 07 11:23:02 PDT 2009","ssrebelsam","@booknut007  - Peggy Olson I adore. I could be friends with Peggy Olson (if she'd let me).  Besides, Betty Draper doesn't DO laundry. "
"Sat May 16 19:43:53 PDT 2009","reneemytar","Heading to &quot;hope in the city&quot; benefit with family. Hope traffic eased up! "
"Sat Jun 06 13:59:17 PDT 2009","authenticstyle","@CherryPoint49 Thank you! So nice to meet you! Happiness is making new friends  ..."
"Sun May 17 11:20:53 PDT 2009","Emmamackriel","@StarBakery Well done you "
"Fri Jun 05 08:50:02 PDT 2009","eveee_x","@katttttie i knoww  i met a guy that looked like him last year from italy &lt;3 oof. and haha i get conffused how many &quot;t&quot;'s are in your name"
"Mon Jun 01 16:34:18 PDT 2009","HelloMissJean","@TaiSaintBoogie Naw mamma! Tweeting/texting while driving is dangerous Period. May as well do your nails &amp; eat while your @ it. Not safe "
"Sun May 31 19:23:19 PDT 2009","JESSiCAtmth","@Natalie_Alvey Don't worry, you'll be seeing Rob nekkid in 2 days! "
"Thu Jun 18 08:44:39 PDT 2009","sexycrazyclassy","feeling kinda sick  and my ear hurts"
"Fri May 22 05:43:00 PDT 2009","indiespotting","@alexandrakeller @pbandjcreations @polkadotskies Have any fun plans for the weekend? "
"Fri Jun 05 18:35:43 PDT 2009","nadeemd","Thanks to my Canadian friends for inventing Crown Royale. With right amounts, most problems can be forgotten. "
"Sun Jun 07 14:29:05 PDT 2009","jaekay","@Bill_Cameron Scotland results make me doubly sad. Poor Lib Dem showing. Strong SNP one.  #eu09"
"Sat Jun 06 20:40:44 PDT 2009","ellelizabeth","@mikepolizzotto no sad face....i'm happy to have a social life there  "
"Fri Jun 05 19:55:25 PDT 2009","Gile77","Having the last of my 2007 Stone IRS "
"Sun May 31 08:09:05 PDT 2009","claireswinscoe","so so so tired. Going to have dinner and then might have a sleep in the sun "
"Thu Jun 25 00:45:25 PDT 2009","vintageBCN","@deargolden uooh, I COVET those shoes. pity i'm a size 9 "
"Sun May 31 23:27:22 PDT 2009","CaliakaSarah","@JennaSchubart I'm sooo jealous.. I have seen them in a month! "
"Wed Jun 03 04:53:57 PDT 2009","alishamusso","@kimdisneyy kso youre my bestest friend. i lovez you "
"Thu Jun 25 10:24:18 PDT 2009","ShaniaMileyFan","its sad to see that Ms. fawcett passed today  she will be missed "
"Sat Jun 06 12:30:23 PDT 2009","BabyBola","@annekaylee WOW good shit, pledgesis! I need to be more like you and concrastinate "
"Sun Jun 07 13:18:40 PDT 2009","anotefromsarahg","soooo cold and I have to walk to work "
"Sun May 17 11:35:18 PDT 2009","coopeyy","just laying in bed watching tele with my sis "
"Tue Jun 16 19:14:16 PDT 2009","mahoneymum","back from ball...tucks are still victorious!  Strep is finally leaving.  Ate half a soft taco...reminded me only of how much I miss food "
"Sat May 30 20:13:09 PDT 2009","Kinseylove12","Longggg dayyyy and finally 16 "
"Sun Jun 07 18:53:58 PDT 2009","Roc_Kandy","@CMXIV will do "
"Sun May 17 10:39:22 PDT 2009","JennaWhore","http://twitpic.com/5dde2 - I love my black hair "
"Fri Jun 05 22:32:15 PDT 2009","cappo","Shout out 2 all my new followers!! Thank u 4 making me have more people following me than I'm following "
"Sat Jun 06 22:47:15 PDT 2009","johnjbarry","Pens got thumped last night  Hopefully they can bounce back at home on Tuesday."
"Mon Apr 20 03:28:56 PDT 2009","piriya","@andrewspooner will @warisara be tweeting #redshirt ? "
"Sat May 30 14:00:51 PDT 2009","Magz11","Omly 232 followers? Come on people. What happened to my others. "
"Sat Apr 18 23:42:29 PDT 2009","SophiiJones","Is watching Queen Of The Damned "
"Fri Jun 19 06:53:25 PDT 2009","gothicat","@pixiefae  no cute gurleh to talk to.. least i have my chicken burger with caulslaw now"
"Fri May 29 13:56:53 PDT 2009","sprint880324","@tameshad I'll be sure to call you soon! btw Masita leaves tomorrow "
"Mon Jun 15 03:30:30 PDT 2009","bradiewebbstack","supernatural is on tonight. ohhhh yeh. i forget the add for this one though.. latley they just fight,, and theres no demon deaths "
"Sat May 30 22:39:32 PDT 2009","phillipquin","@weirdwhim where are you going to get your new shoes? You should have borrowed @HappySinger's duct tape "
"Sat Jun 06 04:02:07 PDT 2009","alps05","says The answer is maybe, and that's final.  Hunger.  http://plurk.com/p/yt893"
"Sat May 30 16:48:09 PDT 2009","inkedveggie","@Stang5_0 haha me too! LOVE this movie. "
"Tue Jun 16 12:28:01 PDT 2009","__crm","i never ment a quy like you before "
"Fri Jun 05 22:34:05 PDT 2009","abersparky","@shayes287 I can't find mine  I think it's been destroyed "
"Sat Jun 20 00:18:50 PDT 2009","astoyle","laying in bed unable to sleep  At least I have the sound of the storm to relax me"
"Mon Jun 22 13:02:07 PDT 2009","cassiekitsch","My letter! At least SOMETHING good is gonna happen. I'm in quite a poorly state after last night. "
"Mon Jun 01 15:19:18 PDT 2009","ReeshyReesh","@BriBree good luck!!!! Tell me how it goes after! "
"Sun Apr 19 11:24:56 PDT 2009","careymariee","I WANT TO BE AT BLACK BEARRR! "
"Thu Jun 18 04:08:03 PDT 2009","hogangerbear","Sunglasses are back in the drawer.  "
"Sat Jun 06 23:13:07 PDT 2009","diy_eleen","@deniseology Hooray hooray! I'm so happy you got your goods and are happy with them! I look forward to your pics. You're awesome! "
"Mon Jun 15 18:25:45 PDT 2009","michaelmcgaw","@Tinker_belle I know JUST what you mean!  "
"Fri May 29 15:19:53 PDT 2009","MandyPandy32","@Tinker_xxxx Oh chick...not good. Hope you feel better tomorrow...and make sure you get it sorted!  x x x"
"Thu Jun 18 08:04:06 PDT 2009","OMyoga","yoga events canceled today. http://www.unionsquarenyc.org/ Rain Rain go away... "
"Sat Jun 06 19:54:30 PDT 2009","heycassadee","Aahhh America  LA for the next few days. Getting ready to make a mess! Www.letsmakeamesstour.com. See you soon kiddies"
"Sun Jun 07 11:29:18 PDT 2009","lilmizsunshyne","*energy* by @misskeribaby is stuck in my head - love the song tho "
"Sat Apr 18 13:39:31 PDT 2009","NikkiBrittnie","Eating lunch with friends! "
"Sun May 10 03:07:55 PDT 2009","Bianca4Life","@MCsavedmylife thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled "
"Mon Jun 15 00:10:56 PDT 2009","movewithme","Also, I am a hypocrite. "
"Thu May 28 23:06:52 PDT 2009","shadeofmidnight","@harpydora Ah. I'm at a party in Alabama with good friends. Good times "
"Sat Jun 06 16:29:11 PDT 2009","slea07","dropped her phone in the bathtub.  No more twitter. "
"Fri Jun 05 14:12:02 PDT 2009","_cjw","@desolate_pages *thumbsup* Ditto. But Trace Cyrus scares me. "
"Thu May 28 20:54:14 PDT 2009","bethanysaurus88","Short is the new sexy "
"Fri May 01 21:34:40 PDT 2009","Jhenne_Bean","I really suck at Monopoly  This is why I love the game of LIFE."
"Mon Jun 01 01:10:12 PDT 2009","Kevin_Lately","@BrandonJD LOL if you ever order any of International Male Clothes they will fall apart in the first wash, (Not that I would know)    &lt;G&gt;"
"Sat May 30 11:32:21 PDT 2009","lovexoL","BTW can you pleeeeeease call At&amp;t and ask WTF is going on?!  @Tatiiz89"
"Sat Apr 18 22:07:31 PDT 2009","AshleyCygrymus","Just painted my nails in peppermint patti!! off to bed now goodnight twitter people   http://twitpic.com/3kxb6"
"Tue Jun 02 03:36:16 PDT 2009","MissSupre","omg soo bored and cold right now "
"Mon Jun 15 01:02:51 PDT 2009","EmmyNewman","Busy week ahead, but have scheduled a day of 'home maintenance'- standing in queues in Asda, weed pulling &amp; hoovering beckon "
"Tue Jun 02 20:26:00 PDT 2009","Upstatemomof3","@JPCaro my little man? He is adorable isn't he? "
"Mon Jun 22 13:29:17 PDT 2009","wee493","When I Applied there was like a 30 yr old lady applying who's prob going to get the job "
"Wed Jun 03 05:14:23 PDT 2009","markhoban","@woolsweater Frank O's the man.....but you know he was probably writing about a man as well. "
"Sun Jun 14 23:10:06 PDT 2009","neenahmusic","@OfficialDspot Hey, aren't you the world's greatest sucka's girl? "
"Sun May 03 21:17:11 PDT 2009","womensradio","Working on an experimental remix for @brianknarfield tonight  it's crrrrrraaaaazzzzzzyy!"
"Sat Jun 06 12:38:18 PDT 2009","adiraf","@However Thank You for the mention. "
"Tue Jun 16 18:27:13 PDT 2009","milatto08","@LaurenConrad wish i could be there to get a book "
"Thu Jun 18 19:50:55 PDT 2009","yjennings43","I have a love hate relationship with van, It shuts down if you lock it with the remote but open it with key. Thinks u r stealing it. "
"Tue Apr 07 08:45:45 PDT 2009","Beehardy","@MiaAnita even if it leads nowhere!  love adele"
"Fri May 22 05:00:36 PDT 2009","purplewoman26","@shayneTward yes please  x"
"Fri May 22 01:46:55 PDT 2009","stii","@MattGeri sheesh, dude, i feel your pain! exact same thing happened to me about 5 years ago  its horrible"
"Fri May 29 22:02:33 PDT 2009","brooke_369","I miss my one and only bff tessalalaa shes the shit "
"Wed Jun 17 23:06:26 PDT 2009","Vanysh","@NickHexum Nick, can you write me a nice advice to be strong =( I need support "
"Tue Jun 16 20:29:10 PDT 2009","StarNDaMaking","@Nikki_Lauren Lol u know I got u babe. We bout to watch it n a lil bit n I wish u were here "
"Wed Jun 03 06:03:27 PDT 2009","theblended","just spoilt myself for seasons 2 through 4 of bones. why do i always do this "
"Sun Jun 07 15:23:25 PDT 2009","moll21","rite am off to bed now work tomorro  nite nite x"
"Fri Jun 05 19:24:16 PDT 2009","happyzog","Follow Friday  Anyone been to the sunny island of Singapore?"
"Sun Jun 07 05:20:51 PDT 2009","thatpenguin","@introspectre @bearsarecoming http://bit.ly/jIVH4  "
"Tue Jun 16 00:08:06 PDT 2009","alexanice","Congrats Grand Scheme you rock! Killer Party on Saturday night your collection is dope "
"Sun Jun 07 11:29:21 PDT 2009","StephanieAlston","because of your love life has brand new meaning..it's gonna be a brighter day!I think I may have FINALLY found a church home in ATL "
"Sun Jun 07 19:50:15 PDT 2009","LVAmy","@lifethroughme   lol...&quot;Tweetrita's&quot; were great! We were home by 11....WooHoo...Rock On...Party in Vegas  (too old for 2 nights in a row)"
"Thu Jun 25 02:52:50 PDT 2009","MaltaDiva","SHOCKED at the news that Fr Joe has been removed as the Church's Film Reviewing Board Chairman. woo hoo Theocratic Malta. what a blast! "
"Fri May 29 18:07:53 PDT 2009","omgitsafox","Why so expensiveee http://store.americanapparel.net/rsart400.html "
"Tue Jun 16 04:11:29 PDT 2009","geekachu","I thought my cup of tea had been there longer... HOLY FUCK, BURNS IN MY MOUTH  "
"Sun May 31 18:14:22 PDT 2009","itsquix","gonna get my vacumming done finally - then cook - then work "
