"date","user","text"
"Tue Jun 16 05:10:00 PDT 2009","turnme0n","Hope everyone's okayy... You know, no swiney. "
"Sat Jun 06 06:15:26 PDT 2009","Fixeche","http://is.gd/QdRx The next VIRAL VIDEO? Probably not , but it'll cheer you up! and that's a promise! *[please comment, vote and share] "
"Sat Apr 18 14:09:39 PDT 2009","MommiesNetwork","Check it out! http://themommiesnetwork.blogspot.com --- new posts!! "
"Fri Jun 19 16:04:15 PDT 2009","maxography","@joshmadden Sh!t son, I regret not attending "
"Sun Jun 21 05:40:23 PDT 2009","laposeidon"," my whole body is aching... didnt thought the aftermath of a chalet could be this bad."
"Mon Jun 22 18:41:46 PDT 2009","rainysmiles","all by myself. "
"Tue Jun 23 16:05:59 PDT 2009","opir","car is in the shop "
"Sun May 31 08:04:59 PDT 2009","foodgeek14","@suzysak Thanks!  I feel a bit better now "
"Sun Jun 07 17:40:47 PDT 2009","ErinMBrady","@yeswhatokay So good, I love new music videos, they're so cute  All of them."
"Tue Apr 21 02:56:15 PDT 2009","star_1990","@CaioBella50 thanx for adding me bella  xxx"
"Sun May 17 11:09:25 PDT 2009","neveranysanity","The dance off was a success. I won. "
"Sat Jun 06 11:32:18 PDT 2009","Mcfeh","@gfalcone601Gio, I always talk to you, but you never answer me. How sad "
"Sun Jun 14 23:12:10 PDT 2009","YeLLLLow","@freshiswatiiam I'm sorry!! "
"Sat May 30 03:33:52 PDT 2009","jigitz","I am stuck in Dublin in the city center with no sleep and no place to sleep because @3sixty5days is nowhere to be found "
"Mon Jun 15 16:24:09 PDT 2009","DEWFan1989","@ddubsbostongirl U wanna share "
"Tue Jun 16 04:25:33 PDT 2009","jennierg_","@tommcfly Well.. I am off to make a cup of teaa. "
"Sun Jun 21 09:10:26 PDT 2009","muddi900","I am not trend enough to be mention  #pakcricket"
"Sat May 30 18:38:03 PDT 2009","EstherTie21","in my dads office at the church studying for my lit and english exmas tommorow this weeks is where my hell begins "
"Fri Apr 17 21:06:25 PDT 2009","Tianicole","Off this weekend! Selma reenactment tomorrow, it's supposed to rain  figures"
"Sun May 31 03:15:47 PDT 2009","lolo_rox_baby","watching @danmerriweather on Something for the weekend  he's georgous! when he was eating that thing he sounded and looked scrummy!"
"Sun Jun 07 14:12:47 PDT 2009","theslimeking","I came down to SE to get emily some authenic soy sauce chicken only I find that the restsraunt defaulted on it's lease and is closed. "
"Sun Jun 07 15:46:21 PDT 2009","JonCalvert","It'll be a sad day when the Apprentice is on TV but Margaret is nowhere to be seen!! "
"Sun May 10 20:36:49 PDT 2009","SimpleAsDirt","what a great random weekend....dirt bike ride  mt bike ride   gardening, clean house, and lots of fun  sad tomorrow is Monday."
"Sun May 10 09:38:55 PDT 2009","nich_t","Sitting in church, I was a half hour late this morning. I never miss my alarm. "
"Sun May 31 19:31:15 PDT 2009","amsiegel","@bradgessler Very true - I was 1K and Premiere Exec for several years. But now that I'm a nobody, I notice the boarding process more. "
"Sat Jun 06 12:56:37 PDT 2009","aweekes","Back home after watching the most bizarre film - it was a comedy horror 'drag me to hell' watch if u dont mind wasting a bit of money! "
"Mon Jun 01 01:26:25 PDT 2009","Sion71","@edwardart Sounds good to me too "
"Sun May 31 00:18:26 PDT 2009","MONIQUEGUZ","I'M WORKING ON IT!!! (MY FINAL)  "
"Sun Jun 07 17:11:43 PDT 2009","thatgirl22143","@CuriousSarahM nothing that's the problem "
"Sat Jun 06 15:38:42 PDT 2009","annasaccone","@MupNorth haha! night lovely  xoxo"
"Fri Jun 19 19:57:45 PDT 2009","briannalina","#dontyoulove that i can be myself around you, but #dontyouhate that you'll never know the difference..... "
"Wed Jun 17 00:32:44 PDT 2009","yemon007","@MuscleNerd it is pain 3.0 is not showing up uk itune yet "
"Mon Jun 01 13:30:11 PDT 2009","juliana_s2","@tommcfly McFly can pass energy and love when sing and play. thanks for come back and for everything. love you xx and come back again "
"Thu Jun 25 02:58:35 PDT 2009","rockylejacque","@LouPeb Thanks so much, Lou. Owner is devastated, so are we. He was a cool pup, not much over a year old "
"Mon Apr 20 23:40:27 PDT 2009","luisgalarza","@creolesugar No problem! I also want to know how tweeps make those funny images "
"Mon May 04 07:46:07 PDT 2009","msorganic","I have a confession. Yesterday I went out to eat. It wasn't Organic, it was fast food, I felt like lackadaisical crap the rest of the day "
"Sun Jun 07 13:45:07 PDT 2009","LoveODT","@Shayminn You never did send me the purchase info.   "
"Thu May 28 22:13:57 PDT 2009","LadyRosaRot","I hope it is ok, when I do it today too.... I will start at nine... hmmm... I ever have to think about my job. I need to relax.... "
"Tue Jun 02 04:01:28 PDT 2009","jennysunphoto","@keesitt ill probably do that (or try to) later tonight! weee! "
"Sun Apr 19 04:13:25 PDT 2009","davidv","@laurencedessart welcome @laurencedessart  - (social pressure brings new twitter addicts  @pilok "
"Sun May 03 00:20:19 PDT 2009","ARoadRetraveled","@rikerjoe I have a few more updates to upload...just not enough time to do it "
"Sun May 03 19:46:17 PDT 2009","GallifreyReject","@vickybonnett in everything. that is what makes it an interesting question "
"Tue Jun 02 05:23:54 PDT 2009","Tyara627","cannot wait for my date tonight... and this weekend... lol. I so bad "
"Sun May 10 19:26:37 PDT 2009","wayneswan","Well, looks like I got the numbers all wrong... again  BUT (drumroll) there's actually an extra 250 Billion to be spent before July! "
"Wed Jun 17 17:04:19 PDT 2009","shenningsgard","And now I have a stomach flu. Fucking spectacular "
"Mon Jun 01 11:54:55 PDT 2009","princess_bexy","can't get over Jasper and his sexy  jumper and doesn't like it when Edward throws him into the piano "
"Sat May 02 06:05:11 PDT 2009","miz_j","looking forward to the weekend - the part after i work saturday...  "
"Sat Jun 06 15:31:56 PDT 2009","Mhillman159","So tired now and full from meal only half hour ago. Still got 15 mins to go before home. "
"Sun May 31 05:16:58 PDT 2009","landalovesyou","Going to work from 9-12 "
"Fri Jun 05 18:56:11 PDT 2009","_MissSmiles_","i'm lazy tonight i'm gettin a pizza and watchin a movie with my lil man..ahh this is the life "
"Sun Jun 07 04:22:28 PDT 2009","prisca_eyedea","•@nicepaul ~ congratulations "
"Sat Jun 06 10:59:24 PDT 2009","emma_csws","the goodnight anthem, this condition, lannen fall, the scenic, &amp; hotspur tonight "
"Wed Jun 03 07:25:26 PDT 2009","JessicaNemechek","Follow me ! "
"Sun Jun 21 07:48:47 PDT 2009","sleepysamco","Is only 10 to 4, I have no time left "
"Sat Jun 20 11:38:28 PDT 2009","emebe11","8 thousand kms away from my dad.. "
"Sat Jun 06 04:40:38 PDT 2009","totovillaruel","time to organize my backlogs "
"Thu Jun 25 06:15:22 PDT 2009","PhilipNelson","@jeriellsworth Left flipper on my F-14 Tomcat stopped working..  Needs the Jeri touch."
"Sun May 17 01:05:39 PDT 2009","XYMAGAZINE","@ramadms Sooooo funny. I just made a pot of coffee!  At 4AM too. LOL  How are you?"
"Thu Jun 18 19:23:00 PDT 2009","shantizz41527","TOP SECRET Fat Loss Secret go http://bit.ly/G7bXfF :]Moving out and leaving Wallace "
"Sun May 17 11:21:57 PDT 2009","steff94","Yay! one of the kittens is alive  and she's having another one right now."
"Wed Jun 17 13:05:25 PDT 2009","rainbowgirl28","just been swimming my ankle is hurting "
"Mon Jun 01 08:39:21 PDT 2009","tarheel_blue","@pbsengage&quot;If I see [groban] I will pass on msg!&quot; thanks,can't ask for more.  saw blog.  you guys are great! hope pledge drive gets $$$$$$"
"Sun May 17 09:47:38 PDT 2009","andyvglnt","@_themillster_ Keep the faith. "
"Fri May 29 18:50:51 PDT 2009","NykiS","Got a toothache "
"Sun May 17 21:30:17 PDT 2009","danatnr","@LilacSusan I like it.  Is that you? "
"Tue Jun 02 10:43:34 PDT 2009","stina6001","living a little early and going to the foot doctor... hope they let me keep it "
"Sun Apr 19 04:48:55 PDT 2009","fraserke","@Widgetty Yeah, that's a BITCH....(sorry, couldn't reist!) "
"Sat Jun 06 05:28:53 PDT 2009","jess_210","The only good thing about working weekends is stopping for tacos on the way. "
"Mon May 18 02:59:31 PDT 2009","rozjones","@wissys i can see why you want to turn it off "
"Wed Jun 03 07:29:38 PDT 2009","kunoichi1409","@wendijoyce anytime "
"Sun Jun 07 16:04:53 PDT 2009","ryanseaman","@karigeha haha amazing! lets hang, I know we have to go back to l.a. that night, but we will make the most of it, call me  xo"
"Sun Jun 07 20:37:43 PDT 2009","cocoa_nailgun","a terrible day for the labour party.  "
"Thu May 14 02:35:07 PDT 2009","draco","@phungleson Dang, we can't win. Too hot and we die, too cold and we die still. The world as we know it, is bound to end. "
"Tue May 26 21:37:38 PDT 2009","sanaraset","@kricket_rc234 yeah. Sad. I just wish everybody would just be happy for @DavidArchie.  and respect @jeffarchuleta"
"Sat Jun 20 16:48:07 PDT 2009","boysbeambitious","@Martiandrivein ahhh are you okay rolf? "
"Mon Jun 22 18:56:13 PDT 2009","mugunthkumar","Spotlight on iPhone doesn't search settings. As in search for &quot;wifi&quot; doesn't launch settings  http://yfrog.com/0wid8j"
"Sun May 31 09:43:09 PDT 2009","Shearcrimson","Feelin much better... But I think I'm gettin a cold  going to work now..."
"Thu May 28 22:41:10 PDT 2009","dettadear","Couldn't watch the jonas live webcast on facebook  goodnight and sweet dreams"
"Sat Jun 06 02:43:45 PDT 2009","completetanning","@Rove1974 clearly you don't have enough HELP!!!! good help is so hard to find "
"Thu May 14 02:26:34 PDT 2009","billywanzi","Sweet  ASUS Eee Keyboard to launch by end of June: http://bit.ly/ePbnl"
"Sat Jun 06 08:29:47 PDT 2009","k_chula","@souljaboytellem welcome 2 detroit  lol"
"Tue Apr 07 01:13:58 PDT 2009","briancarter","@andrew_goodman oops, I mean best thing I've read lately about *PPC*  Frankly, the Dune series is better lol ;-)"
"Fri May 29 21:45:59 PDT 2009","aaronrushing","@KimOFDakiraAve  lol oh well awfully good try on my part ill try again l8r lol and remember hun U STILL OWE ME!"
"Mon May 18 03:13:25 PDT 2009","Nicole_xD","it's one of those days where nothing looks good. I hate those days "
"Tue Apr 07 01:18:29 PDT 2009","PolarisRentals","Looking for ways to promote www.PolarisRentals.com and also looking for products to promote to our members. Hi everyone! "
"Mon Jun 01 05:54:18 PDT 2009","beckie0","http://twitpic.com/6ed00 - I prefer being on my own then with that lot - oooh enya! "
"Wed Jun 17 15:40:01 PDT 2009","nicoledvm","Just had to discuss quality of life issues with an owner of a 20 year old cat with chronic illness.   reminded me of Juice."
"Mon Jun 15 09:02:29 PDT 2009","stacyblelloch","rain rain go away !!!!! not good at all "
"Sat May 30 23:41:29 PDT 2009","shatchmo","@viggin I was kinda excited for you for a moment until I realized you were talking about chocolate. "
"Mon Jun 01 00:01:52 PDT 2009","torilovesbradie","@shaundiviney well done! I'm downing 2 packets if mi goreng om nom nomm  enjoy! Xx"
"Sun Apr 19 08:03:18 PDT 2009","T_Katt","getting packed...off to Texas for a week, too bad it's for work "
"Thu Jun 18 22:36:57 PDT 2009","JKlover","@honey408 Time for Los to get his Boom Boom Pow on! So how was your outting? Wish i could have joined ya "
"Sat May 30 00:47:10 PDT 2009","nbabyak","@jimmyfallon we loved tonight's opening here on the left coast "
"Sun May 31 15:23:48 PDT 2009","OliviaEllis","@mileycyrus miley cyrus is my hero.  i hope you win tonight   i voted every day! "
"Sun May 31 10:07:25 PDT 2009","WeepingWall","BBQ with the neighbours now YAY "
"Sun Jun 21 08:43:54 PDT 2009","pheeduane","i wish someone from @themaine would reply to me "
"Wed Jun 17 10:42:01 PDT 2009","buddario","less than 10mb to go on the iphone os3 download!! getting closer every second but then we also have the upload time to the iphone "
"Fri Jun 05 19:16:13 PDT 2009","EvesHealing","@maxrowby HiMax, getting n touch w/fear of moving forward w/e-book.have video shoot next week! The block is huge. OK CHARGE! How rU? hugs "
"Mon May 18 04:59:37 PDT 2009","JCCub1","@coachbear Ummm it isn't?!!! What a pity  (LOL)"
"Sun May 31 06:29:26 PDT 2009","VFCismylife","oooh nooo Anthony probably killed Zeva's guy and now she is going to hate him forever "
"Mon Jun 01 16:55:50 PDT 2009","duchained","Driving througt the internet is a fantastic feeling!!! "
"Sat Jun 06 09:04:02 PDT 2009","brendafreitas","@tommcfly i wonder where is harry. he didnt tweet while in brazil "
"Sun Jun 07 03:37:54 PDT 2009","BrettCGriffin","Chilln' In BED with the eletric blanky "
"Mon Apr 20 00:23:23 PDT 2009","DUccKeY","GOT A NEW DRESS AND PINK NAILS. "
"Sat May 30 16:31:52 PDT 2009","AJuOnLiNE","@nehabagoria Yahoo 360 is shutting down or something. You might want to check Yahoo!'s mail seems your blog is there "
"Fri Jun 19 20:48:15 PDT 2009","softofheart","@FireFlyDances I love True Blood! I don't have HBO though so this season is a no-go until I can watch 'em online. "
"Wed Jun 03 05:28:39 PDT 2009","imprettytough","gooo queensland  , just finished homework"
"Sun May 03 08:34:10 PDT 2009","thejoeshow","sundays remind me of mondays "
"Sat May 30 21:57:39 PDT 2009","Steven10114","@CourtneyJBVFCHS ;D your description is to amazing for words to explain!! "
"Sun Jun 07 17:36:15 PDT 2009","blackkitty","@PumpsAndGloss Are you ready for a night with the Tony's? "
"Sat Jun 06 11:06:21 PDT 2009","shawnaseldon","Layin on my couch, wonderin how long this swine flu is gonna last &amp; whether I will actually have to go to the dr on Mon. Ugh. "
"Fri Jun 05 12:52:29 PDT 2009","__headstrong","I'm gonna chill around tomorrow  Gonna watch HM, Miley Cyrus concert on viva and eat fast food. Yay "
"Wed Jun 24 21:41:59 PDT 2009","Ashleeey25","I miss them so much that it hurts. "
"Sat Apr 18 20:25:07 PDT 2009","tinang","@paulitawilhelm omg I have an ugly smile "
"Sat May 02 05:04:47 PDT 2009","Chloelf","is watching scrubs. i have a cold  swine flu !?!? hahaha"
"Mon Apr 20 01:43:41 PDT 2009","svgrob","@DEFgraphics good thanks  just starting on some jQuery stuffs lol - you?"
"Sun Jun 07 00:50:45 PDT 2009","DannysGhirl","@Misstaken77 hey there, just got ure dm, i was locked outta twitter last nyt casue i maxed out ma tweets "
"Sat Apr 18 15:20:02 PDT 2009","rxamyb","@ Mlady_Kate gatorzone says 250 tix go on sale 4/20...have to be booster to purchase...$2000 min for booster...then have to buy tix "
"Fri Jun 05 23:16:16 PDT 2009","RottenNinja","@yelyahwilliams lucky! I wish i could sleep "
"Thu Jun 04 13:23:51 PDT 2009","ShadowDeoxys","@Croconaw @Buizels I miss soup so much "
"Sun Apr 19 01:53:36 PDT 2009","apryldecena16","I feel disappointed because the showing of Hannah Montana: The Movie here in the Phil is on July 8, 2009. Urgh!  "
"Fri Jun 19 01:48:38 PDT 2009","rileyonline","As expected, am very tired "
"Wed Jun 17 16:33:38 PDT 2009","Eva__Liu","@kiran_bhatti i was talking to zainab and shes making an essay outline for every conflict :| with quotes. "
"Sun May 31 14:16:59 PDT 2009","JBrocksmysox","@DanFQdEXun Thanx for following me!! "
"Fri Jun 05 18:31:33 PDT 2009","anyash","I didn't get to observe National Doughnut Day today. I feel cheated. "
"Sun May 31 09:50:41 PDT 2009","llvllagic","I hope I will be able to watch MTV Movie Awards! I hope it willhave some live stream somewhere. They are not showing it in my country "
"Mon Jun 15 11:25:28 PDT 2009","RadiantRubia","Leaving Montego Bay Jamaica Mon!  I am sooo coming back http://mypict.me/3W19"
"Mon Jun 15 13:23:36 PDT 2009","Lizzy1605","cant help but feel that my brain is slowly turning to baby mush i need adult conversation george just sits and farts at me  hehe"
"Sun May 31 13:25:44 PDT 2009","Linnette1","am really glad that twitter doesn't have a voice option... even my laugh sounds hoarse today "
"Sat May 30 15:11:44 PDT 2009","yagirlshan","the window shut on my freaking finger! but going to chiles "
"Sun Apr 19 06:24:33 PDT 2009","thedyb","@Reddic and by cross-dressing I mean wearing the costumes "
"Fri May 29 11:59:04 PDT 2009","Nerdcoresteve","@sarahfenn I prefer overcast days too. Sorry it's hot where you are. "
"Sun May 31 05:43:12 PDT 2009","SupermansDad","Back to X's and O's tomorrow  http://yfrog.com/7gu5gj"
"Tue Jun 16 05:06:03 PDT 2009","adaviidson","shoppping spreee $ in chicago $ finally; i havent been on a spreee in a whileee "
"Sat May 02 23:19:17 PDT 2009","beckybelle","I love everything about today "
"Sat May 30 22:33:19 PDT 2009","lahnie11","@parisjay yeahhh ill take your word for it. this is soooooo fucking confusing. i want pizza "
