"rm";"id_projeto";"projeto";"tipo_rm";"titulo";"criacao_rm";"termino_rm";"data_corte";"is_backlog"
14341;17;GSAN;Atendimento;Erro no GSAN - Janela com os dados do cliente em manter e inserir imóveis;"19/10/2016";"01/08/2017";"01/03/2017";1
14343;17;GSAN;Corretiva;Cadastro de imóveis com rota alternativa Contrato Demanda;"19/10/2016";"28/07/2017";"01/03/2017";1
14355;28;SIC;Evolutiva;Novos Ajustes;"20/10/2016";"14/06/2017";"01/03/2017";1
14358;17;GSAN;Corretiva;Consulta de inscrição associada a imóvel excluído;"21/10/2016";"15/08/2018";"01/03/2017";1
14366;17;GSAN;Evolutiva;DOAÇÕES EM CONTA;"24/10/2016";"09/11/2018";"01/03/2017";1
14402;28;SIC;Evoluções e Novos Projetos;Importar automaticamente funcionários admitidos do Humanus;"01/11/2016";"02/05/2017";"01/03/2017";1
14403;17;GSAN;Evolutiva;"1ª Fase Desenvolvimento RM13885 Conta Fixa";"01/11/2016";"21/06/2017";"01/03/2017";1
14404;17;GSAN;Evolutiva;"2ª Fase Desenvolvimento RM13885 Conta Fixa";"01/11/2016";"21/06/2017";"01/03/2017";1
14415;17;GSAN;Evolutiva;DESCONSIDERAR AC - COMERCIAL, INDUSTRIAL e PÚBLICO;"03/11/2016";"18/04/2017";"01/03/2017";1
14418;17;GSAN;Corretiva;PROCESSO DE ATUALIZAÇÃO CADASTRAL – TELA DE GERAÇÃO DE ROTEIRO;"03/11/2016";"14/07/2017";"01/03/2017";1
14420;17;GSAN;Evolutiva;PROCESSO DE ATUALIZAÇÃO CADASTRAL - ALTERAÇÕES DIVERSAS;"03/11/2016";"23/01/2017";"01/03/2017";1
14422;17;GSAN;Corretiva;parcelamento pela Internet - cliente pagou a entrada e o sistema não reconheceu;"03/11/2016";"10/01/2018";"01/03/2017";1
14431;28;SIC;Evoluções e Novos Projetos;Sistema de Gestão da Manutenção;"04/11/2016";"21/08/2017";"01/03/2017";1
14451;17;GSAN;Corretiva;Corrigir Erro Primeiro Step - Rotina 288;"09/11/2016";"06/03/2017";"01/03/2017";1
14473;17;GSAN;Corretiva;Impossibilidade na atualização de dados da tarifa social;"11/11/2016";"07/06/2018";"01/03/2017";1
14500;17;GSAN;Atendimento;PERMANENCIA NO CODIGO 42;"21/11/2016";"18/04/2017";"01/03/2017";1
14501;55;Projeto de Terceiros;Evolutiva;Sistema de Terceiros (Viabilidade);"21/11/2016";"27/04/2017";"01/03/2017";1
14536;17;GSAN;Evolutiva;TR Condomínios - Dashboard;"02/12/2016";"17/04/2017";"01/03/2017";1
14569;17;GSAN;Evolutiva;Envio de faturas por e-mail para o cliente responsável.;"13/12/2016";"19/02/2018";"01/03/2017";1
14570;17;GSAN;Evolutiva;Parametrização do Sistema em relação às novas rotinas de Ações de Cobrança Judiciais;"13/12/2016";"22/02/2017";"01/03/2017";1
14571;60;SIPLAN - Sistema Planejamento;Evoluções e Novos Projetos;Projeto Inicial;"13/12/2016";"04/08/2017";"01/03/2017";1
14584;13;JUSCOMPESA;Atendimento;Projeto Obrigação de Fazer - Pop Up Resumo de Obrigações;"15/12/2016";"16/08/2017";"01/03/2017";1
14603;57;ITC ;Atendimento;Iris - criação de esquemas de dados;"16/12/2016";"11/09/2017";"01/03/2017";1
14616;17;GSAN;Evolutiva;Estratégico DMA :: Nova RD Política de Desconto;"19/12/2016";"17/07/2017";"01/03/2017";1
14617;17;GSAN;Evolutiva;TR Condomínios - Cadastro Carteira;"19/12/2016";"15/03/2017";"01/03/2017";1
14628;17;GSAN;Evolutiva;DESABILITAR MOTIVOS DE NÃO ENCERRAMENTO (DEVOLUÇÕES) PARA OPERACIONAL ÁGUA NA RMR;"20/12/2016";"27/11/2017";"01/03/2017";1
14635;17;GSAN;Evolutiva;Estratégico DMA :: Nova RD Política de Desconto - Parte 3;"20/12/2016";"04/07/2017";"01/03/2017";1
14638;61;SIG - Sistema Informações Gerenciais;Atendimento;Criação de relatório SIG;"21/12/2016";"22/02/2019";"01/03/2017";1
14646;17;GSAN;Corretiva;exclusao;"21/12/2016";"18/08/2017";"01/03/2017";1
14652;38;BI Desenvolvimento;Atendimento;[Indicadores] Ajustar valores de Arrecadação no Analítico;"22/12/2016";"30/04/2019";"01/03/2017";1
14655;17;GSAN;Evolutiva;[GSANAC] Tela de Fiscalização no GSAN AC;"22/12/2016";"15/03/2017";"01/03/2017";1
14665;17;GSAN;Evolutiva;[GSAN-ISC]2ª Fase Desenvolvimento RM13885 Conta Fixa;"27/12/2016";"26/06/2017";"01/03/2017";1
14667;17;GSAN;Evolutiva;contar para compesa de deb automatico;"27/12/2016";"07/07/2017";"01/03/2017";1
14668;17;GSAN;Corretiva;Verificar erro no GSAN - Consultar Debitos;"27/12/2016";"11/09/2018";"01/03/2017";1
14669;17;GSAN;Evolutiva;Alteração no Termo de Compromisso de Parcelamento;"27/12/2016";"04/04/2017";"01/03/2017";1
14687;17;GSAN;Atendimento;valores cancelados e retificados de Tamandaré;"29/12/2016";"01/08/2017";"01/03/2017";1
14694;38;BI Desenvolvimento;Atendimento;[PERDAS REAIS] Criação de indicadores de perdas reais para monitoramento pelo Comitê de Perdas;"30/12/2016";"28/08/2017";"01/03/2017";1
14701;57;ITC ;Atendimento;===AGENT_CONTROL===;"02/01/2017";"11/09/2017";"01/03/2017";1
14709;17;GSAN;Evolutiva;Inserir dados do Usuário da Exclusão na Aba - Dados Adicionais / Sessão - Débito Automático;"03/01/2017";"16/03/2017";"01/03/2017";1
14727;17;GSAN;Evolutiva;CONSULTA ONLINE DE CPF - CONSUMINDO O SERVIÇO DA PH3A;"06/01/2017";"15/03/2017";"01/03/2017";1
14730;17;GSAN;Evolutiva;Solicitar Religação pela Loja Virtual;"09/01/2017";"17/04/2017";"01/03/2017";1
14747;17;GSAN;Desenvolvimento;Novo contrato de cadastro - Ajustes no GSAN AC (Tablet);"11/01/2017";"27/07/2017";"01/03/2017";1
14749;17;GSAN;Evolutiva;Novo contrato de cadastro - Ajustes no GSAN Web;"11/01/2017";"03/07/2017";"01/03/2017";1
14752;17;GSAN;Corretiva;OS de diagnóstico finalizadas no na equipe DIAG-07 serem finalizadas e o GSAN não está recebendo esta informação.;"11/01/2017";"30/03/2017";"01/03/2017";1
14758;17;GSAN;Corretiva;RA PARA IMPRESSÃO;"12/01/2017";"15/03/2017";"01/03/2017";1
14766;17;GSAN;Corretiva;[GSANISC] Contrato Demanda para imóveis com mais de uma economia;"12/01/2017";"28/06/2018";"01/03/2017";1
14771;17;GSAN;Atendimento;Exclusão do Débito Automático sem a existência de RA;"12/01/2017";"12/05/2017";"01/03/2017";1
14802;17;GSAN;Atendimento;SOLICITAÇÃO DE ANÁLISE DE DIVERGÊNCIA DE QUANTITATIVO DE PREMISSAS DO GSAN;"17/01/2017";"14/09/2017";"01/03/2017";1
14805;17;GSAN;Evolutiva;"melhoria da funcionalidade ""Gerar certidão negativa de débito""";"18/01/2017";"26/06/2017";"01/03/2017";1
14806;60;SIPLAN - Sistema Planejamento;Evoluções e Novos Projetos;Novo Módulo para o SIPLAN - Painel Diário;"18/01/2017";"05/06/2017";"01/03/2017";1
14817;17;GSAN;Atendimento;RADAR COMPESA - SOBREPOR DADOS NO GSAN;"19/01/2017";"25/05/2018";"01/03/2017";1
14818;32;GHE - Gestão de Horas Extras;Corretiva;Correção no menu da previsão por lotação - GHE;"19/01/2017";"07/08/2017";"01/03/2017";1
14824;17;GSAN;Evolutiva;Ferramenta de Apoio;"20/01/2017";"22/11/2017";"01/03/2017";1
14832;57;ITC ;Evoluções e Novos Projetos;===HYPERION===;"23/01/2017";"29/10/2018";"01/03/2017";1
14840;32;GHE - Gestão de Horas Extras;Evolutiva;Ajuste de Lotação - Unidade Operacional no GHE;"24/01/2017";"13/06/2017";"01/03/2017";1
14842;17;GSAN;Atendimento;Solicitaçao de query;"24/01/2017";"06/03/2017";"01/03/2017";1
14852;17;GSAN;Corretiva;"Erro na Fiscalizar OS Acompanhamento Serviço - não habilita a situação de validação ""pendente""";"26/01/2017";"27/04/2017";"01/03/2017";1
14855;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;Dashboard :: Gestão do Contrato de Performance;"26/01/2017";;"01/03/2017";1
14856;61;SIG - Sistema Informações Gerenciais;Atendimento;RELATÓRIO SIG DE MEDIÇÃO;"26/01/2017";"23/05/2017";"01/03/2017";1
14858;17;GSAN;Atendimento;Atualização da query de Condomínios;"27/01/2017";"14/03/2017";"01/03/2017";1
14866;17;GSAN;Evolutiva;NOVO FURO;"27/01/2017";"17/04/2017";"01/03/2017";1
14868;17;GSAN;Corretiva;PROBLEMA NO GSAN - GERAÇÃO DO ARQUIVO DE ROTEIRO;"30/01/2017";"30/03/2017";"01/03/2017";1
14869;17;GSAN;Corretiva;Recorrência taxa mínima - código 42;"30/01/2017";"25/03/2019";"01/03/2017";1
14871;17;GSAN;Atendimento;INTERPRETAÇÃO DOS ARQUIVOS DE SAÍDA DO GSAN AC, PARA LEITURA NO GISCOMP;"30/01/2017";"06/07/2017";"01/03/2017";1
14875;17;GSAN;Evolutiva;Retirada da cobrança de rateio - ISC;"30/01/2017";"07/03/2017";"01/03/2017";1
14881;17;GSAN;Evolutiva;Gerar Arquivo Texto para as Ordens de Serviço de Acompanhamento - considerar o codigo de encerramento (medição) ativo;"31/01/2017";"16/03/2017";"01/03/2017";1
14884;17;GSAN;Corretiva;Erro de geração dos dados de dimensão em serviço sem escala de dimensão;"31/01/2017";"16/03/2017";"01/03/2017";1
14897;17;GSAN;Atendimento;Encerramento de serviços pendentes (residual);"02/02/2017";"22/03/2017";"01/03/2017";1
14898;17;GSAN;Atendimento;Alteração de Data de Vencimento :: Reversão do RM 14733;"02/02/2017";"18/04/2017";"01/03/2017";1
14920;16;SGCQ;Evolutiva;Mudança de parametro padrão na funcionalidade de Cromatografia;"07/02/2017";"11/04/2017";"01/03/2017";1
14933;38;BI Desenvolvimento;Evolutiva;[PLANO DE METAS] Inserir dados de Orçamento;"08/02/2017";"04/08/2017";"01/03/2017";1
14944;17;GSAN;Corretiva;Dúvidas na abertura de RA da Tarifa Social;"09/02/2017";"19/09/2017";"01/03/2017";1
14947;20;SIM;Atendimento;Mensagem do Erro no Calendário de Abastecimento do SIM;"09/02/2017";"02/04/2018";"01/03/2017";1
14960;38;BI Desenvolvimento;Evolutiva;[GESTAO] Adicionar a Fonte de Recurso do Realizado;"10/02/2017";"17/01/2018";"01/03/2017";1
14968;38;BI Desenvolvimento;Evolutiva;[COMERCIAL] Inserir todos os RAs e não apenas os que tem imóvel;"13/02/2017";"22/02/2019";"01/03/2017";1
14973;17;GSAN;Atendimento;Exclusao de Tarifa Social;"13/02/2017";"06/03/2017";"01/03/2017";1
14977;28;SIC;Evoluções e Novos Projetos;Gestão descentralizada de funcionários;"13/02/2017";"02/05/2017";"01/03/2017";1
14981;38;BI Desenvolvimento;Atendimento;[COMERCIAL] Faturamento líquido com informação incorreta;"14/02/2017";"27/06/2017";"01/03/2017";1
14982;17;GSAN;Corretiva;Contrato de Parcelamento;"14/02/2017";"07/11/2017";"01/03/2017";1
14984;17;GSAN;Atendimento;Gerar uma relação com as contas canceladas e retificadas no ano de 2016 por ano.;"14/02/2017";"08/03/2017";"01/03/2017";1
14986;17;GSAN;Atendimento;O SISTEMA ESTÁ ACEITANDO IMPLANTAR O MESMO HIDRÔMETRO EM DUAS MATRÍCULAS;"14/02/2017";"09/04/2019";"01/03/2017";1
14991;17;GSAN;Evolutiva;Requisitos Contrato de Performance do Varejo;"14/02/2017";"27/02/2019";"01/03/2017";1
14995;17;GSAN;Atendimento;Planilha comandos Odebrecht;"14/02/2017";"15/08/2017";"01/03/2017";1
14996;17;GSAN;Evolutiva;Marcar no GSAN as matriculas que foram enviada SMS1 SMS2 e Tele Cobrança;"14/02/2017";"03/09/2018";"01/03/2017";1
14998;64;SCL- Sistema Controle Licitações;Evolutiva;Mudança na forma de se cadastrar nas licitações pelo site da COMPESA;"15/02/2017";"20/03/2017";"01/03/2017";1
14999;38;BI Desenvolvimento;Atendimento;Restaurar arquivos Legado e de Transformação;"15/02/2017";"16/03/2017";"01/03/2017";1
15000;28;SIC;Evoluções e Novos Projetos;Demissão de funcionários e HIstórico Funcional;"15/02/2017";"02/05/2017";"01/03/2017";1
15001;17;GSAN;Atendimento;Planilha de Análise da Estrutura Tarifária;"15/02/2017";"02/03/2017";"01/03/2017";1
15004;17;GSAN;Atendimento;Retirar código 43;"15/02/2017";"06/03/2017";"01/03/2017";1
15005;17;GSAN;Atendimento;Solicitaçao de query;"15/02/2017";"06/03/2017";"01/03/2017";1
15007;61;SIG - Sistema Informações Gerenciais;Atendimento;Inclusão de dados na planilha de Suspensão de Faturamento do SIG;"16/02/2017";"29/09/2017";"01/03/2017";1
15016;17;GSAN;Atendimento;"79 - GERAR RESUMO DEVEDORES DUVIDOSOS";"16/02/2017";"14/09/2017";"01/03/2017";1
15025;17;GSAN;Corretiva;"182 - RETIFICAR CONJUNTO CONTAS CONSUMO";"16/02/2017";;"01/03/2017";1
15029;17;GSAN;Atendimento;registro de consumo dos micros sem aparecer no gsan;"17/02/2017";"14/06/2017";"01/03/2017";1
15035;61;SIG - Sistema Informações Gerenciais;Atendimento;NUMERO DE LIGAÇÕES POR PERFIL;"20/02/2017";"17/04/2018";"01/03/2017";1
15043;20;SIM;Evoluções e Novos Projetos;Visão com as Gerências no SIM;"21/02/2017";"12/07/2017";"01/03/2017";1
15045;17;GSAN;Atendimento;Devolução indevida;"21/02/2017";"02/08/2017";"01/03/2017";1
15046;57;ITC ;Atendimento;Query - Ofício ARPE DTO nº 082/2016 - Berardo - Histórico de consumo dos usuários;"21/02/2017";"08/03/2017";"01/03/2017";1
15051;17;GSAN;Corretiva;Atualização Cadastral Prefeituras;"21/02/2017";"11/09/2018";"01/03/2017";1
15054;17;GSAN;Evolutiva;Ajustes no GSAN AC;"22/02/2017";"03/04/2017";"01/03/2017";1
15057;20;SIM;Atendimento;Exportação da base de obras com valor total realizado;"22/02/2017";"07/03/2017";"01/03/2017";1
15064;17;GSAN;Corretiva;erro de acesso.;"23/02/2017";"17/03/2017";"01/03/2017";1
15073;57;ITC ;Evolutiva;Prometheus - Solicitar redirecionamento do link;"23/02/2017";"20/03/2017";"01/03/2017";1
15077;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Inserção das informações complementares enviadas para o atualização do Plano de Metas;"23/02/2017";"02/03/2017";"01/03/2017";1
15088;17;GSAN;Atendimento;Acesso Gsan;"23/02/2017";"31/07/2017";"01/03/2017";1
15095;17;GSAN;Atendimento;Planilha de Débitos Estaduais e das Prefeituras;"23/02/2017";"14/09/2017";"01/03/2017";1
15104;17;GSAN;Atendimento;Erro ao abrir RA;"02/03/2017";"29/06/2017";"01/03/2017";0
15105;57;ITC ;Atendimento;Prometheus - Resolução de pendências com infra-estrutura;"02/03/2017";"20/03/2017";"01/03/2017";0
15106;17;GSAN;Atendimento;Analise da arrecadação de Fevereiro/2017;"02/03/2017";"02/03/2017";"01/03/2017";0
15107;17;GSAN;Atendimento;ENTREGA DE DUAS FATURAS COM A MESMA REFERENCIA (IMPRESSÃO SIMULTANEA E ENTREGA CONVENCIONAL);"02/03/2017";"18/04/2017";"01/03/2017";0
15108;57;ITC ;Evolutiva;Prometheus - Implementar envio de e-mail;"02/03/2017";"09/03/2017";"01/03/2017";0
15109;17;GSAN;Atendimento;Atualização da query de Condomínios;"02/03/2017";"02/03/2017";"01/03/2017";0
15110;17;GSAN;Atendimento;Exclusao de Tarifa Social;"02/03/2017";"03/03/2017";"01/03/2017";0
15111;28;SIC;Evolutiva;Módulo de cadastramento e credenciamento;"02/03/2017";"20/03/2017";"01/03/2017";0
15112;28;SIC;Evolutiva;Cadastros básicos para o módulo de gestão;"02/03/2017";"20/03/2017";"01/03/2017";0
15113;28;SIC;Evolutiva;Cadastro de Itens e tabela de preços;"02/03/2017";"30/03/2017";"01/03/2017";0
15114;28;SIC;Evolutiva;Cadastro de veículos e acompanhamento de quilometragem;"02/03/2017";"30/03/2017";"01/03/2017";0
15115;28;SIC;Evoluções e Novos Projetos;Solicitação de manutenção / orçamento / emissão de ordem de serviço;"02/03/2017";"15/05/2017";"01/03/2017";0
15116;28;SIC;Evoluções e Novos Projetos;Medição do contrato de credenciamento;"02/03/2017";"15/05/2017";"01/03/2017";0
15117;28;SIC;Evoluções e Novos Projetos;Relatórios gerenciais;"02/03/2017";"21/08/2017";"01/03/2017";0
15118;38;BI Desenvolvimento;Atendimento;[SAT] Atualização;"02/03/2017";"02/03/2017";"01/03/2017";0
15119;39;GABI;Atendimento;Filtro da Situação da ação no sistema GABI;"02/03/2017";"10/01/2019";"01/03/2017";0
15120;17;GSAN;Corretiva;TR Condomínios - Cadastro Carteira;"02/03/2017";"27/04/2017";"01/03/2017";0
15121;57;ITC ;Evolutiva;Prometheus - Incluir validação no envio de email de contato;"02/03/2017";"02/03/2017";"01/03/2017";0
15122;57;ITC ;Evolutiva;Prometheus - Integração com Ideômetro;"02/03/2017";"17/03/2017";"01/03/2017";0
15124;61;SIG - Sistema Informações Gerenciais;Atendimento;Nova Query a partir do IEPA Resumo;"02/03/2017";"04/09/2017";"01/03/2017";0
15125;38;BI Desenvolvimento;Atendimento;QUERY REFERENTE AOS R.A. ABERTOS PARA IMPLANTAÇÃO DA TARIFA SOCIAL E TRABALHADOS - PER. 01/01 A 28/02/2017;"03/03/2017";"07/03/2017";"01/03/2017";0
15126;17;GSAN;Evolutiva;Incluir o ano de 2017 no gerencial;"03/03/2017";"30/03/2017";"01/03/2017";0
15127;17;GSAN;Corretiva;Tela branca manter dados tarifa social;"03/03/2017";"15/03/2017";"01/03/2017";0
15128;17;GSAN;Atendimento;QUERY DOS VENCIMENTOS;"03/03/2017";"06/03/2017";"01/03/2017";0
15129;17;GSAN;Atendimento;Inserir CNPJ da Prefeitura de Petrolandia em outras Secretarias;"03/03/2017";"06/03/2017";"01/03/2017";0
15130;17;GSAN;Atendimento;Erro Imprimir relatorio de débitos Resumido;"03/03/2017";"26/10/2017";"01/03/2017";0
15131;17;GSAN;Corretiva;"Motivo da não entrega da Fatura (Bóia): ""Não Informado""";"03/03/2017";"27/04/2017";"01/03/2017";0
15132;17;GSAN;Atendimento;Query;"03/03/2017";"08/03/2017";"01/03/2017";0
15133;17;GSAN;Atendimento;Query suspensão de faturamento;"03/03/2017";"09/03/2017";"01/03/2017";0
15134;39;GABI;Atendimento;Causa da ação no GABI;"03/03/2017";"23/03/2017";"01/03/2017";0
15135;38;BI Desenvolvimento;Atendimento;Gerar Imóvel Legado 201701;"03/03/2017";"08/03/2017";"01/03/2017";0
15136;38;BI Desenvolvimento;Evolutiva;[COMERCIAL] Migrar visões do painel Comercial para o novo Comercial;"03/03/2017";"22/06/2017";"01/03/2017";0
15137;17;GSAN;Atendimento;Efetivar Cadastro de Adesão ao Débito Automático;"03/03/2017";"08/03/2017";"01/03/2017";0
15138;17;GSAN;Atendimento;revisão das áreas que estão com a suspensão de corte;"06/03/2017";"07/03/2017";"01/03/2017";0
15139;17;GSAN;Atendimento;REGERAR NOVAS QUERYS DE JANEIRO-2017;"06/03/2017";"07/03/2017";"01/03/2017";0
15140;17;GSAN;Atendimento;REGERAR NOVAS QUERYS DE JANEIRO-2017;"06/03/2017";"06/03/2017";"01/03/2017";0
15141;57;ITC ;Evolutiva;Prometheus - Gerar código da ideia cadastrada;"06/03/2017";"06/03/2017";"01/03/2017";0
15142;57;ITC ;Evolutiva;Prometheus - Implementar busca de ideias para atualizar;"06/03/2017";"08/03/2017";"01/03/2017";0
15143;57;ITC ;Evolutiva;Prometheus - Enviar dados da ideia para o email do autor;"06/03/2017";"03/04/2017";"01/03/2017";0
15144;17;GSAN;Atendimento;Query devedores - interior;"06/03/2017";"08/03/2017";"01/03/2017";0
15145;17;GSAN;Atendimento;Consulta de quantidade de matrículas;"06/03/2017";"07/03/2017";"01/03/2017";0
15146;57;ITC ;Atendimento;===GIGES===;"06/03/2017";"11/09/2017";"01/03/2017";0
15147;57;ITC ;Desenvolvimento;Giges - Recorrentes - Updates do SO;"06/03/2017";"14/06/2017";"01/03/2017";0
15148;57;ITC ;Desenvolvimento;Giges - Recorrentes - Análise de logs;"06/03/2017";"14/06/2017";"01/03/2017";0
15149;57;ITC ;Atendimento;Updates do SO em SOA_1, SOA_2, SOA_3 e SOA_4;"06/03/2017";"06/03/2017";"01/03/2017";0
15150;57;ITC ;Atendimento;Giges - Análise de logs em SOA_1, SOA_2, SOA_3 e SOA_4;"06/03/2017";"06/03/2017";"01/03/2017";0
15151;57;ITC ;Desenvolvimento;Giges - Recorrentes - Backups;"06/03/2017";"14/06/2017";"01/03/2017";0
15152;17;GSAN;Atendimento;"303 - PROCESSAR ARQUIVO RESETORIZACAO IMOVEIS";"06/03/2017";"06/03/2017";"01/03/2017";0
15153;61;SIG - Sistema Informações Gerenciais;Atendimento;Ajuste na Geração dos Relatórios para a GCO;"06/03/2017";"20/07/2017";"01/03/2017";0
15154;17;GSAN;Atendimento;Performence Condomínio :: Liberação de Acesso às Views das Tabelas;"06/03/2017";"20/03/2017";"01/03/2017";0
15155;17;GSAN;Atendimento;Informação de clientes que recebem contas por e-mail;"06/03/2017";"10/03/2017";"01/03/2017";0
15156;38;BI Desenvolvimento;Atendimento;[SAT] Atualização;"06/03/2017";"06/03/2017";"01/03/2017";0
15157;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Atualização;"06/03/2017";"06/03/2017";"01/03/2017";0
15158;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Atualização;"06/03/2017";"06/03/2017";"01/03/2017";0
15159;17;GSAN;Atendimento;Processo 282 concluiu com erro;"07/03/2017";"10/03/2017";"01/03/2017";0
15160;17;GSAN;Evolutiva;Trava no GSAN para lembrete e Cobrança nos clientes com Faturamento Suspenso por Colapso;"07/03/2017";"16/06/2017";"01/03/2017";0
15161;17;GSAN;Atendimento;Solicitação de Dados de Cadastro e Atualização do Planilhão - CRE Ipojuca;"07/03/2017";"07/03/2017";"01/03/2017";0
15162;38;BI Desenvolvimento;Evolutiva;[PLANO DE METAS] Migrar o plano de metas para o novo layout;"07/03/2017";"04/08/2017";"01/03/2017";0
15163;61;SIG - Sistema Informações Gerenciais;Atendimento;Criar base com informações de cadastro dos Clientes em D.A. para empresa e-sales;"07/03/2017";"29/09/2017";"01/03/2017";0
15164;38;BI Desenvolvimento;Atendimento;Gerar relatório RA's Pendentes dos Clientes em D.A.;"07/03/2017";"09/03/2017";"01/03/2017";0
15165;17;GSAN;Atendimento;Retorno de Faturamento;"07/03/2017";"13/03/2017";"01/03/2017";0
15166;17;GSAN;Atendimento;RELAÇÃO DE IMÓVEIS MARCADOS PARA SAIR NO CODIGO 42;"07/03/2017";"20/03/2017";"01/03/2017";0
15167;17;GSAN;Evolutiva;Correção na geração indevida de débitos na situação especial de paralisar a emissão das contas;"07/03/2017";"16/05/2017";"01/03/2017";0
15168;17;GSAN;Atendimento;"Query - Ligações ""casouza"" Fev/17";"07/03/2017";"08/03/2017";"01/03/2017";0
15169;17;GSAN;Atendimento;"Query - Ligações ""casouza""";"07/03/2017";"08/03/2017";"01/03/2017";0
